"","SubjectID","context","phoneme_pair","max"
"133",201,"F","qx",4
"134",201,"F","qz",4
"135",201,"F","RR",16
"136",201,"F","Rs",4
"137",201,"F","Rx",4
"138",201,"F","Rz",4
"139",201,"F","ss",14
"140",201,"F","sx",4
"141",201,"F","sz",4
"142",201,"F","xx",16
"143",201,"F","xz",4
"144",201,"F","zz",14
"145",201,"I","AA",12
"146",201,"I","Ah",4
"147",201,"I","AH",4
"148",201,"I","Aq",4
"149",201,"I","AR",4
"150",201,"I","As",4
"151",201,"I","Ax",4
"152",201,"I","Az",4
"153",201,"I","hh",12
"154",201,"I","hH",4
"155",201,"I","HH",14
"156",201,"I","hq",2
"157",201,"I","Hq",6
"158",201,"I","hR",4
"159",201,"I","HR",4
"160",201,"I","hs",4
"161",201,"I","Hs",4
"162",201,"I","hx",4
"163",201,"I","Hx",4
"164",201,"I","hz",2
"165",201,"I","Hz",6
"166",201,"I","qq",12
"167",201,"I","qR",4
"168",201,"I","qs",4
"169",201,"I","qx",4
"170",201,"I","qz",4
"171",201,"I","RR",12
"172",201,"I","Rs",4
"173",201,"I","Rx",4
"174",201,"I","Rz",4
"175",201,"I","ss",14
"176",201,"I","sx",4
"177",201,"I","sz",4
"178",201,"I","xx",12
"179",201,"I","xz",4
"180",201,"I","zz",14
"181",201,"M","AA",14
"182",201,"M","Ah",4
"183",201,"M","AH",4
"184",201,"M","Aq",4
"185",201,"M","AR",4
"186",201,"M","As",4
"187",201,"M","Ax",4
"188",201,"M","Az",4
"189",201,"M","hh",14
"190",201,"M","hH",4
"191",201,"M","HH",14
"192",201,"M","hq",2
"193",201,"M","Hq",6
"194",201,"M","hR",4
"195",201,"M","HR",4
"196",201,"M","hs",4
"197",201,"M","Hs",4
"198",201,"M","hx",4
"199",201,"M","Hx",4
"200",201,"M","hz",2
"201",201,"M","Hz",6
"202",201,"M","qq",14
"203",201,"M","qR",4
"204",201,"M","qs",4
"205",201,"M","qx",4
"206",201,"M","qz",4
"207",201,"M","RR",14
"208",201,"M","Rs",4
"209",201,"M","Rx",4
"210",201,"M","Rz",4
"211",201,"M","ss",14
"212",201,"M","sx",4
"213",201,"M","sz",4
"214",201,"M","xx",14
"215",201,"M","xz",4
"216",201,"M","zz",14
"217",202,"F","AA",16
"218",202,"F","Ah",4
"219",202,"F","AH",4
"220",202,"F","Aq",4
"221",202,"F","AR",4
"222",202,"F","As",4
"223",202,"F","Ax",4
"224",202,"F","Az",4
"225",202,"F","hh",16
"226",202,"F","hH",4
"227",202,"F","HH",14
"228",202,"F","hq",4
"229",202,"F","Hq",4
"230",202,"F","hR",2
"231",202,"F","HR",6
"232",202,"F","hs",4
"233",202,"F","Hs",4
"234",202,"F","hx",4
"235",202,"F","Hx",4
"236",202,"F","hz",2
"237",202,"F","Hz",6
"238",202,"F","qq",16
"239",202,"F","qR",4
"240",202,"F","qs",4
"241",202,"F","qx",4
"242",202,"F","qz",4
"243",202,"F","RR",16
"244",202,"F","Rs",4
"245",202,"F","Rx",4
"246",202,"F","Rz",4
"247",202,"F","ss",14
"248",202,"F","sx",4
"249",202,"F","sz",4
"250",202,"F","xx",16
"251",202,"F","xz",4
"252",202,"F","zz",14
"253",202,"I","AA",12
"254",202,"I","Ah",4
"255",202,"I","AH",4
"256",202,"I","Aq",4
"257",202,"I","AR",4
"258",202,"I","As",4
"259",202,"I","Ax",4
"260",202,"I","Az",4
"261",202,"I","hh",12
"262",202,"I","hH",4
"263",202,"I","HH",14
"264",202,"I","hq",2
"265",202,"I","Hq",6
"266",202,"I","hR",4
"267",202,"I","HR",4
"268",202,"I","hs",4
"269",202,"I","Hs",4
"270",202,"I","hx",4
"271",202,"I","Hx",4
"272",202,"I","hz",2
"273",202,"I","Hz",6
"274",202,"I","qq",12
"275",202,"I","qR",4
"276",202,"I","qs",4
"277",202,"I","qx",4
"278",202,"I","qz",4
"279",202,"I","RR",12
"280",202,"I","Rs",4
"281",202,"I","Rx",4
"282",202,"I","Rz",4
"283",202,"I","ss",14
"284",202,"I","sx",4
"285",202,"I","sz",4
"286",202,"I","xx",12
"287",202,"I","xz",4
"288",202,"I","zz",14
"289",202,"M","AA",14
"290",202,"M","Ah",4
"291",202,"M","AH",4
"292",202,"M","Aq",4
"293",202,"M","AR",4
"294",202,"M","As",4
"295",202,"M","Ax",4
"296",202,"M","Az",4
"297",202,"M","hh",14
"298",202,"M","hH",4
"299",202,"M","HH",14
"300",202,"M","hq",2
"301",202,"M","Hq",6
"302",202,"M","hR",4
"303",202,"M","HR",4
"304",202,"M","hs",4
"305",202,"M","Hs",4
"306",202,"M","hx",4
"307",202,"M","Hx",4
"308",202,"M","hz",2
"309",202,"M","Hz",6
"310",202,"M","qq",14
"311",202,"M","qR",4
"312",202,"M","qs",4
"313",202,"M","qx",4
"314",202,"M","qz",4
"315",202,"M","RR",14
"316",202,"M","Rs",4
"317",202,"M","Rx",4
"318",202,"M","Rz",4
"319",202,"M","ss",14
"320",202,"M","sx",4
"321",202,"M","sz",4
"322",202,"M","xx",14
"323",202,"M","xz",4
"324",202,"M","zz",14
"325",203,"F","AA",16
"326",203,"F","Ah",4
"327",203,"F","AH",4
"328",203,"F","Aq",4
"329",203,"F","AR",4
"330",203,"F","As",4
"331",203,"F","Ax",4
"332",203,"F","Az",4
"333",203,"F","hh",16
"334",203,"F","hH",4
"335",203,"F","HH",14
"336",203,"F","hq",4
"337",203,"F","Hq",4
"338",203,"F","hR",2
"339",203,"F","HR",6
"340",203,"F","hs",4
"341",203,"F","Hs",4
"342",203,"F","hx",4
"343",203,"F","Hx",4
"344",203,"F","hz",2
"345",203,"F","Hz",6
"346",203,"F","qq",16
"347",203,"F","qR",4
"348",203,"F","qs",4
"349",203,"F","qx",4
"350",203,"F","qz",4
"351",203,"F","RR",16
"352",203,"F","Rs",4
"353",203,"F","Rx",4
"354",203,"F","Rz",4
"355",203,"F","ss",14
"356",203,"F","sx",4
"357",203,"F","sz",4
"358",203,"F","xx",16
"359",203,"F","xz",4
"360",203,"F","zz",14
"361",203,"I","AA",12
"362",203,"I","Ah",4
"363",203,"I","AH",4
"364",203,"I","Aq",4
"365",203,"I","AR",4
"366",203,"I","As",4
"367",203,"I","Ax",4
"368",203,"I","Az",4
"369",203,"I","hh",12
"370",203,"I","hH",4
"371",203,"I","HH",14
"372",203,"I","hq",2
"373",203,"I","Hq",6
"374",203,"I","hR",4
"375",203,"I","HR",4
"376",203,"I","hs",4
"377",203,"I","Hs",4
"378",203,"I","hx",4
"379",203,"I","Hx",4
"380",203,"I","hz",2
"381",203,"I","Hz",6
"382",203,"I","qq",12
"383",203,"I","qR",4
"384",203,"I","qs",4
"385",203,"I","qx",4
"386",203,"I","qz",4
"387",203,"I","RR",12
"388",203,"I","Rs",4
"389",203,"I","Rx",4
"390",203,"I","Rz",4
"391",203,"I","ss",14
"392",203,"I","sx",4
"393",203,"I","sz",4
"394",203,"I","xx",12
"395",203,"I","xz",4
"396",203,"I","zz",14
"397",203,"M","AA",14
"398",203,"M","Ah",4
"399",203,"M","AH",4
"400",203,"M","Aq",4
"401",203,"M","AR",4
"402",203,"M","As",4
"403",203,"M","Ax",4
"404",203,"M","Az",4
"405",203,"M","hh",14
"406",203,"M","hH",4
"407",203,"M","HH",14
"408",203,"M","hq",2
"409",203,"M","Hq",6
"410",203,"M","hR",4
"411",203,"M","HR",4
"412",203,"M","hs",4
"413",203,"M","Hs",4
"414",203,"M","hx",4
"415",203,"M","Hx",4
"416",203,"M","hz",2
"417",203,"M","Hz",6
"418",203,"M","qq",14
"419",203,"M","qR",4
"420",203,"M","qs",4
"421",203,"M","qx",4
"422",203,"M","qz",4
"423",203,"M","RR",14
"424",203,"M","Rs",4
"425",203,"M","Rx",4
"426",203,"M","Rz",4
"427",203,"M","ss",14
"428",203,"M","sx",4
"429",203,"M","sz",4
"430",203,"M","xx",14
"431",203,"M","xz",4
"432",203,"M","zz",14
"433",204,"F","AA",16
"434",204,"F","Ah",4
"435",204,"F","AH",4
"436",204,"F","Aq",4
"437",204,"F","AR",4
"438",204,"F","As",4
"439",204,"F","Ax",4
"440",204,"F","Az",4
"441",204,"F","hh",16
"442",204,"F","hH",4
"443",204,"F","HH",14
"444",204,"F","hq",4
"445",204,"F","Hq",4
"446",204,"F","hR",2
"447",204,"F","HR",6
"448",204,"F","hs",4
"449",204,"F","Hs",4
"450",204,"F","hx",4
"451",204,"F","Hx",4
"452",204,"F","hz",2
"453",204,"F","Hz",6
"454",204,"F","qq",16
"455",204,"F","qR",4
"456",204,"F","qs",4
"457",204,"F","qx",4
"458",204,"F","qz",4
"459",204,"F","RR",16
"460",204,"F","Rs",4
"461",204,"F","Rx",4
"462",204,"F","Rz",4
"463",204,"F","ss",14
"464",204,"F","sx",4
"465",204,"F","sz",4
"466",204,"F","xx",16
"467",204,"F","xz",4
"468",204,"F","zz",14
"469",204,"I","AA",12
"470",204,"I","Ah",4
"471",204,"I","AH",4
"472",204,"I","Aq",4
"473",204,"I","AR",4
"474",204,"I","As",4
"475",204,"I","Ax",4
"476",204,"I","Az",4
"477",204,"I","hh",12
"478",204,"I","hH",4
"479",204,"I","HH",14
"480",204,"I","hq",2
"481",204,"I","Hq",6
"482",204,"I","hR",4
"483",204,"I","HR",4
"484",204,"I","hs",4
"485",204,"I","Hs",4
"486",204,"I","hx",4
"487",204,"I","Hx",4
"488",204,"I","hz",2
"489",204,"I","Hz",6
"490",204,"I","qq",12
"491",204,"I","qR",4
"492",204,"I","qs",4
"493",204,"I","qx",4
"494",204,"I","qz",4
"495",204,"I","RR",12
"496",204,"I","Rs",4
"497",204,"I","Rx",4
"498",204,"I","Rz",4
"499",204,"I","ss",14
"500",204,"I","sx",4
"501",204,"I","sz",4
"502",204,"I","xx",12
"503",204,"I","xz",4
"504",204,"I","zz",14
"505",204,"M","AA",14
"506",204,"M","Ah",4
"507",204,"M","AH",4
"508",204,"M","Aq",4
"509",204,"M","AR",4
"510",204,"M","As",4
"511",204,"M","Ax",4
"512",204,"M","Az",4
"513",204,"M","hh",14
"514",204,"M","hH",4
"515",204,"M","HH",14
"516",204,"M","hq",2
"517",204,"M","Hq",6
"518",204,"M","hR",4
"519",204,"M","HR",4
"520",204,"M","hs",4
"521",204,"M","Hs",4
"522",204,"M","hx",4
"523",204,"M","Hx",4
"524",204,"M","hz",2
"525",204,"M","Hz",6
"526",204,"M","qq",14
"527",204,"M","qR",4
"528",204,"M","qs",4
"529",204,"M","qx",4
"530",204,"M","qz",4
"531",204,"M","RR",14
"532",204,"M","Rs",4
"533",204,"M","Rx",4
"534",204,"M","Rz",4
"535",204,"M","ss",14
"536",204,"M","sx",4
"537",204,"M","sz",4
"538",204,"M","xx",14
"539",204,"M","xz",4
"540",204,"M","zz",14
"541",205,"F","AA",16
"542",205,"F","Ah",4
"543",205,"F","AH",4
"544",205,"F","Aq",4
"545",205,"F","AR",4
"546",205,"F","As",4
"547",205,"F","Ax",4
"548",205,"F","Az",4
"549",205,"F","hh",16
"550",205,"F","hH",4
"551",205,"F","HH",14
"552",205,"F","hq",4
"553",205,"F","Hq",4
"554",205,"F","hR",2
"555",205,"F","HR",6
"556",205,"F","hs",4
"557",205,"F","Hs",4
"558",205,"F","hx",4
"559",205,"F","Hx",4
"560",205,"F","hz",2
"561",205,"F","Hz",6
"562",205,"F","qq",16
"563",205,"F","qR",4
"564",205,"F","qs",4
"565",205,"F","qx",4
"566",205,"F","qz",4
"567",205,"F","RR",16
"568",205,"F","Rs",4
"569",205,"F","Rx",4
"570",205,"F","Rz",4
"571",205,"F","ss",14
"572",205,"F","sx",4
"573",205,"F","sz",4
"574",205,"F","xx",16
"575",205,"F","xz",4
"576",205,"F","zz",14
"577",205,"I","AA",12
"578",205,"I","Ah",4
"579",205,"I","AH",4
"580",205,"I","Aq",4
"581",205,"I","AR",4
"582",205,"I","As",4
"583",205,"I","Ax",4
"584",205,"I","Az",4
"585",205,"I","hh",12
"586",205,"I","hH",4
"587",205,"I","HH",14
"588",205,"I","hq",2
"589",205,"I","Hq",6
"590",205,"I","hR",4
"591",205,"I","HR",4
"592",205,"I","hs",4
"593",205,"I","Hs",4
"594",205,"I","hx",4
"595",205,"I","Hx",4
"596",205,"I","hz",2
"597",205,"I","Hz",6
"598",205,"I","qq",12
"599",205,"I","qR",4
"600",205,"I","qs",4
"601",205,"I","qx",4
"602",205,"I","qz",4
"603",205,"I","RR",12
"604",205,"I","Rs",4
"605",205,"I","Rx",4
"606",205,"I","Rz",4
"607",205,"I","ss",14
"608",205,"I","sx",4
"609",205,"I","sz",4
"610",205,"I","xx",12
"611",205,"I","xz",4
"612",205,"I","zz",14
"613",205,"M","AA",14
"614",205,"M","Ah",4
"615",205,"M","AH",4
"616",205,"M","Aq",4
"617",205,"M","AR",4
"618",205,"M","As",4
"619",205,"M","Ax",4
"620",205,"M","Az",4
"621",205,"M","hh",14
"622",205,"M","hH",4
"623",205,"M","HH",14
"624",205,"M","hq",2
"625",205,"M","Hq",6
"626",205,"M","hR",4
"627",205,"M","HR",4
"628",205,"M","hs",4
"629",205,"M","Hs",4
"630",205,"M","hx",4
"631",205,"M","Hx",4
"632",205,"M","hz",2
"633",205,"M","Hz",6
"634",205,"M","qq",14
"635",205,"M","qR",4
"636",205,"M","qs",4
"637",205,"M","qx",4
"638",205,"M","qz",4
"639",205,"M","RR",14
"640",205,"M","Rs",4
"641",205,"M","Rx",4
"642",205,"M","Rz",4
"643",205,"M","ss",14
"644",205,"M","sx",4
"645",205,"M","sz",4
"646",205,"M","xx",14
"647",205,"M","xz",4
"648",205,"M","zz",14
"649",206,"F","AA",16
"650",206,"F","Ah",4
"651",206,"F","AH",4
"652",206,"F","Aq",4
"653",206,"F","AR",4
"654",206,"F","As",4
"655",206,"F","Ax",4
"656",206,"F","Az",4
"657",206,"F","hh",16
"658",206,"F","hH",4
"659",206,"F","HH",14
"660",206,"F","hq",4
"661",206,"F","Hq",4
"662",206,"F","hR",2
"663",206,"F","HR",6
"664",206,"F","hs",4
"665",206,"F","Hs",4
"666",206,"F","hx",4
"667",206,"F","Hx",4
"668",206,"F","hz",2
"669",206,"F","Hz",6
"670",206,"F","qq",16
"671",206,"F","qR",4
"672",206,"F","qs",4
"673",206,"F","qx",4
"674",206,"F","qz",4
"675",206,"F","RR",16
"676",206,"F","Rs",4
"677",206,"F","Rx",4
"678",206,"F","Rz",4
"679",206,"F","ss",14
"680",206,"F","sx",4
"681",206,"F","sz",4
"682",206,"F","xx",16
"683",206,"F","xz",4
"684",206,"F","zz",14
"685",206,"I","AA",12
"686",206,"I","Ah",4
"687",206,"I","AH",4
"688",206,"I","Aq",4
"689",206,"I","AR",4
"690",206,"I","As",4
"691",206,"I","Ax",4
"692",206,"I","Az",4
"693",206,"I","hh",12
"694",206,"I","hH",4
"695",206,"I","HH",14
"696",206,"I","hq",2
"697",206,"I","Hq",6
"698",206,"I","hR",4
"699",206,"I","HR",4
"700",206,"I","hs",4
"701",206,"I","Hs",4
"702",206,"I","hx",4
"703",206,"I","Hx",4
"704",206,"I","hz",2
"705",206,"I","Hz",6
"706",206,"I","qq",12
"707",206,"I","qR",4
"708",206,"I","qs",4
"709",206,"I","qx",4
"710",206,"I","qz",4
"711",206,"I","RR",12
"712",206,"I","Rs",4
"713",206,"I","Rx",4
"714",206,"I","Rz",4
"715",206,"I","ss",14
"716",206,"I","sx",4
"717",206,"I","sz",4
"718",206,"I","xx",12
"719",206,"I","xz",4
"720",206,"I","zz",14
"721",206,"M","AA",14
"722",206,"M","Ah",4
"723",206,"M","AH",4
"724",206,"M","Aq",4
"725",206,"M","AR",4
"726",206,"M","As",4
"727",206,"M","Ax",4
"728",206,"M","Az",4
"729",206,"M","hh",14
"730",206,"M","hH",4
"731",206,"M","HH",14
"732",206,"M","hq",2
"733",206,"M","Hq",6
"734",206,"M","hR",4
"735",206,"M","HR",4
"736",206,"M","hs",4
"737",206,"M","Hs",4
"738",206,"M","hx",4
"739",206,"M","Hx",4
"740",206,"M","hz",2
"741",206,"M","Hz",6
"742",206,"M","qq",14
"743",206,"M","qR",4
"744",206,"M","qs",4
"745",206,"M","qx",4
"746",206,"M","qz",4
"747",206,"M","RR",14
"748",206,"M","Rs",4
"749",206,"M","Rx",4
"750",206,"M","Rz",4
"751",206,"M","ss",14
"752",206,"M","sx",4
"753",206,"M","sz",4
"754",206,"M","xx",14
"755",206,"M","xz",4
"756",206,"M","zz",14
"757",207,"F","AA",16
"758",207,"F","Ah",4
"759",207,"F","AH",4
"760",207,"F","Aq",4
"761",207,"F","AR",4
"762",207,"F","As",4
"763",207,"F","Ax",4
"764",207,"F","Az",4
"765",207,"F","hh",16
"766",207,"F","hH",4
"767",207,"F","HH",14
"768",207,"F","hq",4
"769",207,"F","Hq",4
"770",207,"F","hR",2
"771",207,"F","HR",6
"772",207,"F","hs",4
"773",207,"F","Hs",4
"774",207,"F","hx",4
"775",207,"F","Hx",4
"776",207,"F","hz",2
"777",207,"F","Hz",6
"778",207,"F","qq",16
"779",207,"F","qR",4
"780",207,"F","qs",4
"781",207,"F","qx",4
"782",207,"F","qz",4
"783",207,"F","RR",16
"784",207,"F","Rs",4
"785",207,"F","Rx",4
"786",207,"F","Rz",4
"787",207,"F","ss",14
"788",207,"F","sx",4
"789",207,"F","sz",4
"790",207,"F","xx",16
"791",207,"F","xz",4
"792",207,"F","zz",14
"793",207,"I","AA",12
"794",207,"I","Ah",4
"795",207,"I","AH",4
"796",207,"I","Aq",4
"797",207,"I","AR",4
"798",207,"I","As",4
"799",207,"I","Ax",4
"800",207,"I","Az",4
"801",207,"I","hh",12
"802",207,"I","hH",4
"803",207,"I","HH",14
"804",207,"I","hq",2
"805",207,"I","Hq",6
"806",207,"I","hR",4
"807",207,"I","HR",4
"808",207,"I","hs",4
"809",207,"I","Hs",4
"810",207,"I","hx",4
"811",207,"I","Hx",4
"812",207,"I","hz",2
"813",207,"I","Hz",6
"814",207,"I","qq",12
"815",207,"I","qR",4
"816",207,"I","qs",4
"817",207,"I","qx",4
"818",207,"I","qz",4
"819",207,"I","RR",12
"820",207,"I","Rs",4
"821",207,"I","Rx",4
"822",207,"I","Rz",4
"823",207,"I","ss",14
"824",207,"I","sx",4
"825",207,"I","sz",4
"826",207,"I","xx",12
"827",207,"I","xz",4
"828",207,"I","zz",14
"829",207,"M","AA",14
"830",207,"M","Ah",4
"831",207,"M","AH",4
"832",207,"M","Aq",4
"833",207,"M","AR",4
"834",207,"M","As",4
"835",207,"M","Ax",4
"836",207,"M","Az",4
"837",207,"M","hh",14
"838",207,"M","hH",4
"839",207,"M","HH",14
"840",207,"M","hq",2
"841",207,"M","Hq",6
"842",207,"M","hR",4
"843",207,"M","HR",4
"844",207,"M","hs",4
"845",207,"M","Hs",4
"846",207,"M","hx",4
"847",207,"M","Hx",4
"848",207,"M","hz",2
"849",207,"M","Hz",6
"850",207,"M","qq",14
"851",207,"M","qR",4
"852",207,"M","qs",4
"853",207,"M","qx",4
"854",207,"M","qz",4
"855",207,"M","RR",14
"856",207,"M","Rs",4
"857",207,"M","Rx",4
"858",207,"M","Rz",4
"859",207,"M","ss",14
"860",207,"M","sx",4
"861",207,"M","sz",4
"862",207,"M","xx",14
"863",207,"M","xz",4
"864",207,"M","zz",14
"865",208,"F","AA",16
"866",208,"F","Ah",4
"867",208,"F","AH",4
"868",208,"F","Aq",4
"869",208,"F","AR",4
"870",208,"F","As",4
"871",208,"F","Ax",4
"872",208,"F","Az",4
"873",208,"F","hh",16
"874",208,"F","hH",4
"875",208,"F","HH",14
"876",208,"F","hq",4
"877",208,"F","Hq",4
"878",208,"F","hR",2
"879",208,"F","HR",6
"880",208,"F","hs",4
"881",208,"F","Hs",4
"882",208,"F","hx",4
"883",208,"F","Hx",4
"884",208,"F","hz",2
"885",208,"F","Hz",6
"886",208,"F","qq",16
"887",208,"F","qR",4
"888",208,"F","qs",4
"889",208,"F","qx",4
"890",208,"F","qz",4
"891",208,"F","RR",16
"892",208,"F","Rs",4
"893",208,"F","Rx",4
"894",208,"F","Rz",4
"895",208,"F","ss",14
"896",208,"F","sx",4
"897",208,"F","sz",4
"898",208,"F","xx",16
"899",208,"F","xz",4
"900",208,"F","zz",14
"901",208,"I","AA",12
"902",208,"I","Ah",4
"903",208,"I","AH",4
"904",208,"I","Aq",4
"905",208,"I","AR",4
"906",208,"I","As",4
"907",208,"I","Ax",4
"908",208,"I","Az",4
"909",208,"I","hh",12
"910",208,"I","hH",4
"911",208,"I","HH",14
"912",208,"I","hq",2
"913",208,"I","Hq",6
"914",208,"I","hR",4
"915",208,"I","HR",4
"916",208,"I","hs",4
"917",208,"I","Hs",4
"918",208,"I","hx",4
"919",208,"I","Hx",4
"920",208,"I","hz",2
"921",208,"I","Hz",6
"922",208,"I","qq",12
"923",208,"I","qR",4
"924",208,"I","qs",4
"925",208,"I","qx",4
"926",208,"I","qz",4
"927",208,"I","RR",12
"928",208,"I","Rs",4
"929",208,"I","Rx",4
"930",208,"I","Rz",4
"931",208,"I","ss",14
"932",208,"I","sx",4
"933",208,"I","sz",4
"934",208,"I","xx",12
"935",208,"I","xz",4
"936",208,"I","zz",14
"937",208,"M","AA",14
"938",208,"M","Ah",4
"939",208,"M","AH",4
"940",208,"M","Aq",4
"941",208,"M","AR",4
"942",208,"M","As",4
"943",208,"M","Ax",4
"944",208,"M","Az",4
"945",208,"M","hh",14
"946",208,"M","hH",4
"947",208,"M","HH",14
"948",208,"M","hq",2
"949",208,"M","Hq",6
"950",208,"M","hR",4
"951",208,"M","HR",4
"952",208,"M","hs",4
"953",208,"M","Hs",4
"954",208,"M","hx",4
"955",208,"M","Hx",4
"956",208,"M","hz",2
"957",208,"M","Hz",6
"958",208,"M","qq",14
"959",208,"M","qR",4
"960",208,"M","qs",4
"961",208,"M","qx",4
"962",208,"M","qz",4
"963",208,"M","RR",14
"964",208,"M","Rs",4
"965",208,"M","Rx",4
"966",208,"M","Rz",4
"967",208,"M","ss",14
"968",208,"M","sx",4
"969",208,"M","sz",4
"970",208,"M","xx",14
"971",208,"M","xz",4
"972",208,"M","zz",14
"973",209,"F","AA",16
"974",209,"F","Ah",4
"975",209,"F","AH",4
"976",209,"F","Aq",4
"977",209,"F","AR",4
"978",209,"F","As",4
"979",209,"F","Ax",4
"980",209,"F","Az",4
"981",209,"F","hh",16
"982",209,"F","hH",4
"983",209,"F","HH",14
"984",209,"F","hq",4
"985",209,"F","Hq",4
"986",209,"F","hR",2
"987",209,"F","HR",6
"988",209,"F","hs",4
"989",209,"F","Hs",4
"990",209,"F","hx",4
"991",209,"F","Hx",4
"992",209,"F","hz",2
"993",209,"F","Hz",6
"994",209,"F","qq",16
"995",209,"F","qR",4
"996",209,"F","qs",4
"997",209,"F","qx",4
"998",209,"F","qz",4
"999",209,"F","RR",16
"1000",209,"F","Rs",4
"1001",209,"F","Rx",4
"1002",209,"F","Rz",4
"1003",209,"F","ss",14
"1004",209,"F","sx",4
"1005",209,"F","sz",4
"1006",209,"F","xx",16
"1007",209,"F","xz",4
"1008",209,"F","zz",14
"1009",209,"I","AA",12
"1010",209,"I","Ah",4
"1011",209,"I","AH",4
"1012",209,"I","Aq",4
"1013",209,"I","AR",4
"1014",209,"I","As",4
"1015",209,"I","Ax",4
"1016",209,"I","Az",4
"1017",209,"I","hh",12
"1018",209,"I","hH",4
"1019",209,"I","HH",14
"1020",209,"I","hq",2
"1021",209,"I","Hq",6
"1022",209,"I","hR",4
"1023",209,"I","HR",4
"1024",209,"I","hs",4
"1025",209,"I","Hs",4
"1026",209,"I","hx",4
"1027",209,"I","Hx",4
"1028",209,"I","hz",2
"1029",209,"I","Hz",6
"1030",209,"I","qq",12
"1031",209,"I","qR",4
"1032",209,"I","qs",4
"1033",209,"I","qx",4
"1034",209,"I","qz",4
"1035",209,"I","RR",12
"1036",209,"I","Rs",4
"1037",209,"I","Rx",4
"1038",209,"I","Rz",4
"1039",209,"I","ss",14
"1040",209,"I","sx",4
"1041",209,"I","sz",4
"1042",209,"I","xx",12
"1043",209,"I","xz",4
"1044",209,"I","zz",14
"1045",209,"M","AA",14
"1046",209,"M","Ah",4
"1047",209,"M","AH",4
"1048",209,"M","Aq",4
"1049",209,"M","AR",4
"1050",209,"M","As",4
"1051",209,"M","Ax",4
"1052",209,"M","Az",4
"1053",209,"M","hh",14
"1054",209,"M","hH",4
"1055",209,"M","HH",14
"1056",209,"M","hq",2
"1057",209,"M","Hq",6
"1058",209,"M","hR",4
"1059",209,"M","HR",4
"1060",209,"M","hs",4
"1061",209,"M","Hs",4
"1062",209,"M","hx",4
"1063",209,"M","Hx",4
"1064",209,"M","hz",2
"1065",209,"M","Hz",6
"1066",209,"M","qq",14
"1067",209,"M","qR",4
"1068",209,"M","qs",4
"1069",209,"M","qx",4
"1070",209,"M","qz",4
"1071",209,"M","RR",14
"1072",209,"M","Rs",4
"1073",209,"M","Rx",4
"1074",209,"M","Rz",4
"1075",209,"M","ss",14
"1076",209,"M","sx",4
"1077",209,"M","sz",4
"1078",209,"M","xx",14
"1079",209,"M","xz",4
"1080",209,"M","zz",14
"1081",210,"F","AA",16
"1082",210,"F","Ah",4
"1083",210,"F","AH",4
"1084",210,"F","Aq",4
"1085",210,"F","AR",4
"1086",210,"F","As",4
"1087",210,"F","Ax",4
"1088",210,"F","Az",4
"1089",210,"F","hh",16
"1090",210,"F","hH",4
"1091",210,"F","HH",14
"1092",210,"F","hq",4
"1093",210,"F","Hq",4
"1094",210,"F","hR",2
"1095",210,"F","HR",6
"1096",210,"F","hs",4
"1097",210,"F","Hs",4
"1098",210,"F","hx",4
"1099",210,"F","Hx",4
"1100",210,"F","hz",2
"1101",210,"F","Hz",6
"1102",210,"F","qq",16
"1103",210,"F","qR",4
"1104",210,"F","qs",4
"1105",210,"F","qx",4
"1106",210,"F","qz",4
"1107",210,"F","RR",16
"1108",210,"F","Rs",4
"1109",210,"F","Rx",4
"1110",210,"F","Rz",4
"1111",210,"F","ss",14
"1112",210,"F","sx",4
"1113",210,"F","sz",4
"1114",210,"F","xx",16
"1115",210,"F","xz",4
"1116",210,"F","zz",14
"1117",210,"I","AA",12
"1118",210,"I","Ah",4
"1119",210,"I","AH",4
"1120",210,"I","Aq",4
"1121",210,"I","AR",4
"1122",210,"I","As",4
"1123",210,"I","Ax",4
"1124",210,"I","Az",4
"1125",210,"I","hh",12
"1126",210,"I","hH",4
"1127",210,"I","HH",14
"1128",210,"I","hq",2
"1129",210,"I","Hq",6
"1130",210,"I","hR",4
"1131",210,"I","HR",4
"1132",210,"I","hs",4
"1133",210,"I","Hs",4
"1134",210,"I","hx",4
"1135",210,"I","Hx",4
"1136",210,"I","hz",2
"1137",210,"I","Hz",6
"1138",210,"I","qq",12
"1139",210,"I","qR",4
"1140",210,"I","qs",4
"1141",210,"I","qx",4
"1142",210,"I","qz",4
"1143",210,"I","RR",12
"1144",210,"I","Rs",4
"1145",210,"I","Rx",4
"1146",210,"I","Rz",4
"1147",210,"I","ss",14
"1148",210,"I","sx",4
"1149",210,"I","sz",4
"1150",210,"I","xx",12
"1151",210,"I","xz",4
"1152",210,"I","zz",14
"1153",210,"M","AA",14
"1154",210,"M","Ah",4
"1155",210,"M","AH",4
"1156",210,"M","Aq",4
"1157",210,"M","AR",4
"1158",210,"M","As",4
"1159",210,"M","Ax",4
"1160",210,"M","Az",4
"1161",210,"M","hh",14
"1162",210,"M","hH",4
"1163",210,"M","HH",14
"1164",210,"M","hq",2
"1165",210,"M","Hq",6
"1166",210,"M","hR",4
"1167",210,"M","HR",4
"1168",210,"M","hs",4
"1169",210,"M","Hs",4
"1170",210,"M","hx",4
"1171",210,"M","Hx",4
"1172",210,"M","hz",2
"1173",210,"M","Hz",6
